user_id,item_id,rating,timestamp,profile_type
7,FOOD_Burger_01,1.5,01-01-23 14:30,fitness_nut
3,FIT_Wearable_01,5,01-01-23 14:45,fitness_nut
9,MOVIE_Action_01,4.2,01-01-23 15:00,fitness_nut
2,FIT_Trainer_01,5,01-01-23 15:15,fitness_nut
8,FOOD_Pizza_01,2.5,01-01-23 15:30,fitness_nut
10,FIT_App_01,5,01-01-23 15:45,fitness_nut
4,FIT_Equip_02,5,01-01-23 16:00,fitness_nut
6,FOOD_Taco_01,1,01-01-23 16:15,fitness_nut
1,FIT_App_02,5,01-01-23 16:30,fitness_nut
5,MUSIC_Pop_01,3.8,01-01-23 16:45,fitness_nut
7,FIT_Trainer_01,5,01-01-23 17:00,fitness_nut
3,FOOD_FriedChicken_01,1,01-01-23 17:15,fitness_nut
9,FIT_App_03,5,01-01-23 17:30,fitness_nut
2,FIT_Equip_01,5,01-01-23 17:45,fitness_nut
8,GAME_RPG_01,3.1,01-01-23 18:00,fitness_nut
10,FOOD_Donut_01,2,01-01-23 18:15,fitness_nut
4,FIT_Wearable_01,5,01-01-23 18:30,fitness_nut
6,FIT_App_01,5,01-01-23 18:45,fitness_nut
1,FOOD_Soda_01,1,01-01-23 19:00,fitness_nut
5,FIT_Equip_02,5,01-01-23 19:15,fitness_nut
7,FOOD_Fries_01,2.5,01-01-23 19:30,fitness_nut
3,FIT_App_02,5,01-01-23 19:45,fitness_nut
9,CLOTHING_Shirt_01,4,01-01-23 20:00,fitness_nut
2,FOOD_Pizza_01,1,01-01-23 20:15,fitness_nut
8,FIT_Trainer_01,5,01-01-23 20:30,fitness_nut
10,FIT_Wearable_01,5,01-01-23 20:45,fitness_nut
4,TRAVEL_Guide_01,3.9,01-01-23 21:00,fitness_nut
6,FOOD_Burger_01,1,01-01-23 21:15,fitness_nut
